chain,name,address,phone,hours,latitude,longitude,category_id,google_maps_url,type
ARAZ,Araz Tarqovu-1,Yusif Mammadaliyev küçəsi,924,08:00-23:00,40.368942,49.83839,,,
ARAZ,Araz Sumqayıt-3,"Sumqayıt şəhəri, 9-cu mikrorayon, Üzeyir Hacıbəyov küçəsi 23",055-515-85-79,24\7,40.57011,49.689014,,,
ARAZ,Araz Nərimanov-12,"Bakı şəhəri, Nərimanov rayonu Ə.Orucəliyev küçəsi",924,08:00-23:00,40.40097,49.86964,,,
ARAZ,Araz Xətai-2,"Xətai rayonu, Həsən Salmani küçəsi 17",055-400-85-18,07:00 - 23:00,40.383804,49.861237,,,
ARAZ,Araz Mingəçevir-3,Mingəçevir şəhəri. A.Puşkin küçəsi 24,924,08:00-23:00,40.76897,47.058693,,,
ARAZ,Araz Xalqlar,"Nizami rayonu, Q.Qarayev prospekti 93 L",055-400-85-19,07:00 - 23:00,40.402458,49.950615,,,
ARAZ,Araz Cavidan-1,"Bakı şəhəri, Nəsimi rayonu, Azadlıq pr",924,08:00-23:00,40.403473,49.836613,,,
ARAZ,Araz Masazır-3,"Abşeron rayonu, Masazır qəsəbəsi, Bakı-Sumqayıt yolu",055-515-85-09,07:00 - 00:00,40.458031,49.756222,,,
ARAZ,Araz Şərur-1,"Şərur şəhəri, M.Müşfiq küçəsi 2A",924,08:00-23:00,39.554306,44.980389,,,
ARAZ,Spar 28 May Ekspress,"Nəsimi rayonu, Səməd Vurğun küçəsi 50",055-400-85-21,08:00 - 23:00,40.377731,49.85207,,,
ARAZ,Araz Sumqayıt-13,"Abşeron rayonu, Stansiya Sumqayıt, 1001 ailəlik yaşayış kompleksi",924,08:00-23:00,40.556442,49.584805,,,
ARAZ,Araz Nərimanov-3,"Nərimanov rayonu, N.Hacıyev və F.Yusifov küçəsinin kəsişməsi, 1950-ci məhəllə",055-400-85-20,07:00 - 23:00,40.402119,49.874187,,,
ARAZ,Araz Ramana-3,"Bakı şəhəri, Yeni Suraxanı qəsəbəsi, Mərkəzi küçəsi. 4P saylı sahə",924,08:00-23:00,40.44511,50.010807,,,
ARAZ,Araz Badamdar-4,"Bakı şəhəri, Səbail rayonu. Badamdar qəsəbəsi",924,07:00-23:00,40.344528,49.810417,,,
ARAZ,Araz Günəşli-2,"Suraxanı rayonu, Yeni Günəşli D yaşayış sahəsi, 26-cı bina",055-400-85-24,07:30 - 23:00,40.368992,49.975765,,,
ARAZ,Araz Güzdək-1,"Abşeron rayonu, Güzdək qəsəbəsi, Aşağı Güzdək yolu.",0552509204,07:00 - 00:00,40.461224,49.661766,,,
ARAZ,Araz Qum adası,"Suraxanı rayonu, Zığ-Hövsan şossesi, Qum adası yolu",055-400-85-25,07:30 - 23:00,40.348434,49.998703,,,
ARAZ,Araz Şağan-3,"Xəzər rayonu, Şağan qəsəbəsi, 114-cü Mərdəkan küçəsi",0552509454,24\7,40.510738,50.14196,,,
ARAZ,Araz Buzovna-3 Minimarket,"Xəzər rayonu, Zaqulba qəsəbəsi, R.İmanov küçəsi",055-400-85-28,07:30 - 23:00,40.523682,50.099937,,,
ARAZ,Araz Badamdar-5,"Səbail rayonu, Badamdar qəsəbəsi, Ə.Nəzərov küçəsi 33A",924,07:00-23:00,40.340721,49.806973,,,
ARAZ,Araz 7-ci mkr,"Binəqədi rayonu, 7 mkr, 3123-cü məhəllə",055-400-85-26,07:00 - 23:00,40.432804,49.850559,,,
ARAZ,Araz Azadlıq-5,"Bakı şəhəri, Binəqədi rayonu, İ.Dadaşov küçəsi 70A",924,07:00-23:00,49.842918,40.41964,,,
ARAZ,Araz Yeni Yasamal-6,"Bakı şəhəri, Yasamal rayonu, Xarici dairəvi yolu ev 38",924,07:00-23:00,40.392529,49.787807,,,
ARAZ,Araz 6-cı mkr 2,"Binəqədi rayonu, 6-cı mkr, Svetlana Məmmədova küçəsi 209 F",055-400-85-38,07:00 - 23:00,40.425941,49.830589,,,
ARAZ,Araz Saray-5,"Abşeron rayonu, Saray qəsəbəsi, M.Hüseyn küçəsi",924,07:00-23:00,40.539555,49.718723,,,
ARAZ,Araz Sumqayıt-5,"Sumqayıt şəhəri, 9-cu mkr Ü.Hacıbəyov və Koroğlu küçələrinin kəsişməsi",055-400-85-32,24\7,40.566978,49.685425,,,
ARAZ,Araz Xocavənd-1,Xocavənd şəhəri,924,07:00-23:00,39.792583,47.114471,,,
ARAZ,Araz Daşkəsən,"Daşkəsən şəhəri, Nizami küç. 14",055-400-85-34,07:00 - 23:00,40.523411,46.08263,,,
ARAZ,Araz Tovuz-1,"Tovuz şəhəri, M.H.Şəhriyar küçəsi 19",924,07:00-23:00,40.992027,45.614361,,,
ARAZ,Araz Gəncə-2,"Gəncə şəhəri, Yeni Gəncə qəsəbəsi, Ə.Mehmandarov küçəsi",055-400-85-36,24\7,40.675087,46.334614,,,
ARAZ,Araz Xırdalan-14,"Xırdalan şəhəri, Q.Aslanov 80",924,07:00-23:00,40.452301,49.752071,,,
ARAZ,Araz Saatlı,"Saatlı şəhəri, H.Əliyev pr. 240",055-400-85-35,07:00 - 00:00,39.927883,48.35894,,,
ARAZ,Araz Sumqayıt-14,"Sumqayıt şəhəri, Dənizkənarı Park",924,07:00-23:00,40.583889,49.690277,,,
ARAZ,Araz Məhəmmədi-2,"Abşeron rayonu, Zabrat dairəsi, Məhəmmədi kəndi istiqaməti",055-400-85-39,07:30 - 23:00,40.497093,49.949776,,,
ARAZ,Araz Zaqatala-3,"Zaqatala şəhəri, Heydər Əliyev pr. 67A",924,07:00-23:00,41.632751,46.647667,,,
ARAZ,Araz 7-ci mkr-2,"Binəqədi rayonu, F.Məlikov küçəsi 18A",055-400-85-40,07:00 - 23:00,40.428905,49.852238,,,
ARAZ,Araz Ağdam-1,"Ağdam rayonu, Quzanlı qəsəbəsi",924,07:00-23:00,40.163055,47.155834,,,
ARAZ,Araz N.Yusifbəyli,"Nəsimi rayonu, Nəsib bəy Yusifbəyli küçəsi 94",055-400-85-42,07:00 - 23:00,40.398041,49.839874,,,
ARAZ,Araz Xətai - 8,"Bakı şəhəri, Xətai rayonu, A.Cəlilov küçəsi",924,07:00-23:00,40.378418,49.874779,,,
ARAZ,Araz Sahil,"Qaradağ rayonu, Sahil qəsəbəsi, Məhərrəm Seyidov küçəsi 15",055-400-85-46,08:00 - 23:00,40.224918,49.572365,,,
ARAZ,Araz Saray-4,"Abşeron rayonu, Saray qəsəbəsi. M.Ə.Rəsulzadə küçəsi",99455 250 98 01,07:00-23:00,40.530277,49.714474,,,
ARAZ,Araz Bakıxanov-4,"Sabunçu rayonu, Bakıxanov qəsəbəsi, N.İsmayılov küçəsi 15",055-400-85-48,07:00 - 23:00,40.428715,49.962269,,,
ARAZ,Araz Biləcəri,"Binəqədi rayonu, Biləcəri qəsəbəsi, M.Hüseyn küçəsi 17",055-400-85-50,24\7,40.436199,49.803444,,,
ARAZ,Araz Zaqulba,"Xəzər rayonu, Zaqulba qəsəbəsi, R.İmanov küçəsi",055 400 85 28,07:30 - 23:00,40.523680,50.099936,,,
ARAZ,Araz Neftçilər-2 Ekspress,"Nizami rayonu, R.Rüstəmov küçəsi 12c",055-400-85-49,07:00 - 23:00,40.406391,49.93837,,,
ARAZ,Araz Günəşli-4,"Suraxanı rayonu, Samir Cəfərov, ev2, V massivi",055 864 95 30,07:30 - 23:00,40.386672,49.982624,,,
ARAZ,Araz Həzi Aslanov-1,"Xətai rayonu, M.Hadi küçəsi 73A",055-400-85-53,08:00-23:00,40.372826,49.954556,,,
ARAZ,Araz İnqilab-2,"Nərimanov rayonu, Möhsün Sənani küçəsi, 34 (ASAN xidmətin yaxınlğı);",055 900 67 24,07:00 - 23:00,40.398655,49.837013,,,
ARAZ,Araz Mehdiabad-2,"Mehdiabad qəsəbəsi, 28 May küçəsi (Mehdiabad ticarət mərkəzinin 1-ci mərtəbəsi)",055-400-85-52,07:00 - 00:00,40.487946,49.854427,,,
ARAZ,Araz Ələt-1,"Bakı şəhəri, Qaradağ rayonu, Ələt qəsəbəsi, K. Məmmədov küçəsi, keçid 1587.",924,08:00 - 23:00,39.954826,49.409958,,,
ARAZ,Araz Xırdalan-3,"Xırdalan şəh., AAAF Park yaşayış kompleksi",055-400-85-58,07:00 - 23:00,40.457169,49.722996,,,
ARAZ,Araz Beyləqan-1,"Beyləqan rayonu, Qarallar kəndi.",924,08:00-23:00,39.766944,47.876571,,,
ARAZ,Araz Pirallahı-3,"Pirallahı rayonu, Əzizbəyov küçəsi, ev 26.",924,08:00-23:00,40.455872,50.337098,,,
ARAZ,Araz 7-ci mkr-3,"Binəqədi ray., 7-ci mkr, S.S.Axundov küç. 3C",055-400-85-60,07:00 - 23:00,40.42688,49.84948,,,
ARAZ,Araz Həzi Aslanov-5,Bakı şəh. Xətai ray. M.Hadi küç kəsişmı 2944A məhəll,924,08:00-23:00,40.371348,49.953333,,,
ARAZ,Araz Sabunçu,"Sabunçu qəs., Ə.Məmmədəliyev küç. 18A (Sabunçu xəstəxanasının yaxınlığı)",055-400-85-57,07:00 - 23:00,40.444942,49.943359,,,
ARAZ,Araz Əhmədli-8,"Xətai rayonu ,Əhmədli qəs , LütfiZadə küç, 2347 48-ci məhəllə, Baku",924,08:00-23:00,40.386250791158254,49.96586769981091,,,
ARAZ,Araz Mingəçevir,"Mingəçevir şəhəri, Heydər Əliyev prospekti",055-400-85-62,24\7,40.771084,47.041107,,,
ARAZ,Araz 8-ci km-3,"Bakı şəhəri, 8-ci km",924,08:00-23:00,40.402481,49.950594,,,
ARAZ,Araz Ceyranbatan,"Abşeron rayonu, Ceyranbatan qəsəbəsi, Bakı-Sumqayıt şossesi",055-400-85-63,24\7,40.543705,49.663124,,,
ARAZ,Araz 9-cu mkr-3,"Binəqədi r-nu,9mkr, ev 11 A Məmmədov küçəsi, Baku",924,08:00-23:00,40.419409,49.808347,,,
ARAZ,Araz Zabrat,"Zabrat qəsəbəsi, Neftçilər küçəsi",055-400-85-56,07:00 - 23:00,40.476822,49.93829,,,
ARAZ,Araz Məhəmmədi-4,Məhəmmədi rayonu,924,08:00-23:00,40.507188,49.911814,,,
ARAZ,Araz Günəşli-3,"Suraxanı rayonu, Qaraçuxur qəsəbəsi, İlqar Musayev küçəsi, Qartal heykəlinin yaxınlığı",055-400-85-61,24\7,40.385021,49.971889,,,
ARAZ,Araz Bülbülə-1,Bülbülə qəsəbəsi,924,08:00-23:00,40.4363611,49.9944444,,,
ARAZ,Araz Suraxanı,"Suraxanı rayonu, Yeni Suraxanı ŞTQ 14 iyul ev. 24",055 400 85 76,07:00 - 23:00,40.432659,50.033588,,,
ARAZ,Araz Müşfiqabad-2,"Bakı şəhəri, Binəqədi rayonu 28 may, İzlivnoy küçəsi",924,07:00-23:00,40.4655833,49.6284444,,,
ARAZ,Araz Nizami,"Yasamal rayonu, 422-ci məhəllə, Mirzə İbrahimov küçəsi 53, 1-ci mərtəbə",055 252 26 07,08:00 - 23:00,40.377922,49.83287,,,
ARAZ,Araz Saray-3,"Abşeron rayonu, Saray qəsəbəsi, M.Əsədov küç 1 ev 3",924,07:00-23:00,40.5501667,49.7125278,,,
ARAZ,Araz Kürdəxanı,"Kürdəxanı qəsəbəsi, Əjdər Məlikov küçəsi",055 215 12 89,07:30 - 02:00,40.547504,49.911598,,,
ARAZ,Araz Əhmədli-11,"Bakı şəhəri, Xətai rayonu, Xocalı prospekti 13/15",924,07:00-23:00,40.3847778,49.9648056,,,
ARAZ,Araz Azadlıq-3,"Nərimanov rayonu, məhəllə 944. S. Rəhman küçəsi",055-400-85-12,24\7,40.401096,49.837719,,,
ARAZ,Araz 9-cu mkr-4,"Bakı şəhəri, Binəqədi rayonu, Mir Cəlal küç 139A",924,07:00 - 23:00,40.416972,49.8061667,,,
ARAZ,Araz İnqilab-1,Nərimanov rayonu. Akademik Mirəli Qaşqay küçəsi. ev 94. 1-ci mərtəbə,055-400-85-13,08:00 - 23:00,40.40155,49.839767,,,
ARAZ,Araz Xırdalan-16,"Abşeron rayonu, Xırdalan şəhəri, 26-cı məhəllə. M.Hüseynzadə küçəsi",924,07:00-23:00,40.461889,49.747222,,,
ARAZ,Araz Elmlər,Yasamal rayonu. Ə. Ələkbərov küç. 510,055 400 85 02,24\7,40.371037,49.818111,,,
ARAZ,Araz Saray-7,"Abşeron rayonu, Saray qəsəbəsi",924,07:00-23:00,40.512173,49.724495,,,
ARAZ,Araz Space,"Yasamal rayonu, Hüseyn Cavid prospekti 17A",055-400-85-09,08:00 - 00:00,40.366989,49.815624,,,
ARAZ,Araz Cəbrayıl-1,Cəbrayıl rayonu,924,07:00-23:00,39.402504,47.090481,,,
ARAZ,Araz Yasamal Superstore,Yasamal rayonu. Ə. Haqverdiyev küçəsi. məhəllə 574,055-400-85-10,24\7,40.380329,49.811092,,,
ARAZ,Araz Bərdə-3,"Bərdə rayonu, Ü.Hacıbəyov küçəsi",924,07:00-23:00,40.374626,47.119759,,,
ARAZ,Araz Statistika-2,Yasamal rayonu. M. H. Naxçıvani 15,055-400-85-04,24\7,40.38372,49.826378,,,
ARAZ,Araz İmişli-2,"İmişli rayonu, M.M.Rəsulzadə küçəsi, ev 3",924,07:00-23:00,39.868668,48.061634,,,
ARAZ,Araz Planet,Nizami rayonu. M. Abbasov 50 B,055-400-85-15,07:00 - 23:00,40.412628,49.933979,,,
ARAZ,Araz Balakən -1,"Balakən şəhəri, H.Əliyev pr",924,07:00-23:00,41.706028,46.424252,,,
ARAZ,Araz 7-ci mkr-4,"Binəqədi rayonu, 7-ci mkr, Xarici Dairəvi küçəsi bina 22 blok 1",055-400-85-01,07:00 - 23:00,40.430744,49.850845,,,
ARAZ,Araz Hövsan-6,"Bakı şəhəri, Surxanı rayonu, Hövsan qəsəbəsi, Xudafərin küçəsi 26B",924,07:00-23:00,40.386295,50.069744,,,
ARAZ,Araz Rəsulzadə,"Binəqədi rayonu, M.Ə.Rəsulzadə qəsəbəsi, Azadlıq prospekti 157",055-400-85-11,07:00 - 23:00,40.436234,49.84486,,,
ARAZ,Araz Bayıl-4,"Səbayil rayonu, Bibiheybet qəsəbəsi, Salyan şosesi 3-cü km",924,07:00-23:00,40.319473,49.827171,,,
ARAZ,Araz Binəqədi Minimarket,"Binəqədi rayonu, Gülməmməd Ramazanov küçəsi, (1 sayli qarışıq mallar mağazasi) 2-ci mədən, korpus 52",055 400 85 05,07:00 - 23:00,40.466389,49.829311,,,
ARAZ,Araz Xırdalan-15,"Abşeron rayonu, Xırdalan şəhəri, H. Əliyev pr 518",924,07:00-23:00,40.443745,49.756519,,,
ARAZ,Araz 9-cu mkr-2,"Binəqədi rayonu, 9-cu mikrorayon, Mir Cəlal küçəsi 59 K",055-400-85-14,07:00  - 00:00,40.418823,49.811012,,,
ARAZ,Araz Şıxlinski -2,"Bakı şəhəri, Xətai rayonu, G.Şıxlınski küçəsi, 2942D ev 51C",924,07:00-23:00,40.362774,49.965450,,,
ARAZ,Araz Neapol,"Xətai rayonu, General Şıxlınski küçəsi 55",055 400 85 03,24\7,40.383411,49.96664,,,
ARAZ,Araz Tusi-3,"Bakı şəhəri, Xətai rayonu, N.Tusi küçəsi, 2942",924,07:00-23:00,40.366737,49.962383,,,
ARAZ,Araz Xəzər-3,"Xətai rayonu, Gəncə prospekti,  məhəllə 29/42",055-400-85-06,24\7,40.367821,49.959778,,,
ARAZ,Araz Yeni Yasamal-7,"Bakı şəhəri, Yasamal rayonu. Alatava - 7 küçəsi, ev 72",924,07:00-23:00,40.386726,49.789989,,,
ARAZ,Araz Bayıl,"Səbail rayonu, Salyan şössesi, 20-ci ünvan",055-400-85-08,24\7,40.330032,49.818501,,,
ARAZ,Araz Qaradağ-2,"Bakı şəhəri, Qaradağ rayonu. Sahil qəsəbəsi. Salyan şosesi, 34-cü məhəllə.",924,07:00-23:00,40.226093,49.569191,,,
ARAZ,Araz Novxanı,"Abşeron rayonu, Novxanı kəndi",055-400-85-16,07:00 - 00:00,40.537113,49.783222,,,
ARAZ,Araz Xəzər-5,"Bakı şəhəri, Xətai rayonu. Gəncə pr 38.",924,07:00-23:00,40.366962,49.959930,,,
ARAZ,Araz Quba,"Quba rayonu, Heydər Əliyev pr.",055-400-85-07,24\7,41.362682,48.522152,,,
ARAZ,Araz Sahil-2,"Bakı şəhəri, Qaradağ rayonu, Sahil qəsəbəsi. Ş.Əsgərov küçəsi ev.4",924,07:00-23:00,40.226662,49.580124,,,
ARAZ,Yeni Günəşli-4 Minimarket," Suraxanı rayonu, Samir Cəfərov, ev2, V massivi",055 864 95 30,07:30 - 23:00,40.386673,49.982624,,,
ARAZ,Araz Biləcəri-11,"Bakı şəhəri, Binəqədi rayonu. Biləcəri qəsəbəsi.",924,07:00-23:00,40.443085,49.809643,,,
ARAZ,Yeni Yasamal-1 Minimarket,"Yasamal rayonu, Yeni Yasamal 1, ev 1H",055 202 65 24,08:00 - 23:00,40.399357,49.796963,,,
ARAZ,Araz Nərimanov-13,"Bakı şəhəri, Nərimanov rayonu, Fətəli Xan Xoyski ev 118A",924,07:00-23:00,40.402447,49.861652,,,
ARAZ,Araz Badamdar-2,"Səbail rayonu, Badamdar qəsəbəsi, Tofiq Məmmədov ",055 202 65 46,07:00 - 23:00,40.338688,49.807571,,,
ARAZ,Araz 8 mkr-04,"Bakı şəhəri, Binəqədi rayonu, Naxçıvani küçəsi 5A",924,07:00-23:00,40.413773,49.839310,,,
ARAZ,Araz 20 Yanvar-2,"Nəsimi rayonu, Məmmədcəfər Cəfərov küçəsi, 3006 məhəllə",055 201 83 73,07:00 - 23:00,40.406013,49.811314,,,
ARAZ,Araz Şərifzadə - 5,"Bakı şəhəri, Yasamal rayonu, Şərifzadə küçəsi 33",924,07:00-23:00,40.373787,49.805511,,,
ARAZ,Araz Yeni Yasamal-1,"Yasamal rayonu, Mirəli Seyidov küçəsi ",055 400 85 87,07:00 - 23:00,40.378197,49.807732,,,
ARAZ,Araz Sumqayıt-16,"Sumqayıt şəhəri, 6-cı mikrorayon.",924,07:00-23:00,40.580120,49.687832,,,
ARAZ,Araz Saray-2,"Abşeron rayonu, Saray qəsəbəsi, Məhəmməd Əsədov küçəsi",055 400 85 79,24\7,40.547703,49.712955,,,
ARAZ,Araz Saray-6,"Abşeron rayonu, Saray qəsəbəsi",924,07:00-23:00,40.547359,49.715008,,,
ARAZ,Araz Sumqayıt-6,"Sumqayıt şəhəri, Koroğlu küçəsi, 41-ci məhəllə, Koroğlu prospekti",055 226 51 10,24\7,40.576138,49.669239,,,
ARAZ,Araz Sumqayıt-15,"Abşeron rayonu, Pirəkeşgül. Azərbaycan küçəsi 236",924,07:00-23:00,40.555504,49.583477,,,
ARAZ,Araz Xırdalan-4,"Xırdalan şəhəri, Nizami Gəncəvi küçəsi",055 414 24 74,07:00 - 23:00,40.459122,49.744308,,,
ARAZ,Araz Mehdiabad-7,Abşeron ray.Mehdiabad qəsəbəsi,055 457 49 29 ,07:00-23:00,40.486191,49.838112,,,
ARAZ,Araz Nərimanov-4,"Nərimanov rayonu, Ə.Əliyev küçəsi",055 226 51 12,24\7,40.403919,49.87785,,,
ARAZ,Araz Bərdə-4,"Bərdə rayonu, Birinci Qaradəmirçi kəndi",924,07:00-23:00,40.350727,47.161537,,,
ARAZ,Araz N.Tusi-1,"Xətai rayonu, N.Tusi küçəsi",055 300 83 77,07:00 - 23:00,40.376137,49.960976,,,
ARAZ,Araz Masazır- 11,"Abşeron rayonu, Masazır qəsəbəsi, Masazır şossesi",924,07:00-23:00,40.481262,49.756310,,,
ARAZ,Araz Qarabağ,"Nərimanov rayonu, Qarabağ küçəsi",055 256 78 20,24\7,40.389351,49.857647,,,
ARAZ,Araz Masazır-12,"Abşeron rayonu, Masazır Kəndi, Qaçaq Nəbi",924,07:00-23:00,40.459938,49.762440,,,
ARAZ,Araz 8-ci km-4,"Nizami rayonu, Cəmşid Naxçivanı küçəsi 90 ",055 500 74 67,07:00 - 23:00,40.408443,49.958,,,
ARAZ,Araz Binəqədi-6,"Bakı şəhəri, Binəqədi rayonu, Binəqədi qəsəbəsi. G.Ramazanov küçəsi 129A",924,07:00-23:00,40.466602,49.827625,,,
ARAZ,Araz Binə-3,"Xəzər rayonu, Binə qəsəbəsi, Ə.İsazadə küçəsi",055 525 30 15,07:00 - 23:00,40.446709,50.089024,,,
ARAZ,Araz Elmlər-4,"Bakı şəhəri, Yasamal rayonu. M.Müşfiq küçəsi. Ev 1",924,07:00-23:00,40.362114,49.818459,,,
ARAZ,Araz Günəşli-5,"Suraxanı rayonu, Yeni Günəşli qəsəbəsi, AB massivi 127",055 500 97 76,07:00 - 23:00,40.383377,49.974869,,,
ARAZ,Araz Şərifzadə-6,"Bakı şəhəri, Yasamal rayonu. A.M Şərifzadə küçəsi",+994555101613,24/7,40.398590,49.801376,,,
ARAZ,Araz Azadlıq-2,"Nəsimi rayonu, Azadlıq prospekti və Vladislav Plotnikov küçəsinin kəsişməsi",055 900 08 11,24\7,40.385242,49.844257,,,
ARAZ,Araz Zığ -2,"Bakı şəhəri, Suraxanı rayonu. Zığ qəsəbəsi. P.Şirinov küç 81",+994555101611,08:00-00:00,40.386238,50.026978,,,
ARAZ,Araz 8-ci km-5,"Nizami rayonu, B.Nuriyev küçəsi",055 900 67 88,07:00 - 23:00,40.402145,49.955322,,,
ARAZ,Araz Hökməli -1,"Abşeron rayonu, Hökməli qəsəbəsi",+99455 510 02 07,24/7,40.436420,49.729332,,,
ARAZ,Araz Bilgəh,"Sabunçu rayonu, Nardaran qəsəbəsi, 9 Z saylı ərazi ",055 900 67 89,07:00 - 23:00,40.555054,50.022453,,,
ARAZ,Araz Binəqədi- 7,"Bakı şəhəri, Binəqədi rayonu, Binəqədi şosesi 5",+994557379294,08:00-00:00,40.452576,49.778957,,,
ARAZ,Araz Məhəmmədi-3,"Abşeron rayonu, Məhəmmədi kəndi",055 900 67 25,07:00 - 23:00,40.509075,49.915836,,,
ARAZ,Araz NZS-2,"Bakı şəhəri,Xətai rayonu, Rəşid Bağırov küçəsi giriş 111",+944555103137,24/7,40.386406,49.909214,,,
ARAZ,Araz Hövsan-3,"Suraxanı rayonu, Elçin Məmmədov 5k",055 900 67 23,07:00 - 23:00,40.360977,50.07782,,,
ARAZ,Müşviqabad-3,"Abşeron rayonu, Aşağı Güzdək qəsəbəsi",0992014478,24/7,40.470203,49.626259,,,
ARAZ,Araz Bakıxanov-5,"Sabunçu rayonu, Bakıxanov qəsəbəsi, Sakit Qocayev küçəsi 35",055 900 67 26,07:00 - 23:00,40.416039,49.964676,,,
ARAZ,Araz Digah-1,"Abşeron rayonu, Digah qəsəbəsi",924,24/7,40.492565,49.865360,,,
ARAZ,Araz Nərimanov-5,"Nərimanov rayonu, M.Məmmədzadə/Ə.Orucəliyev/N.Hacıyev küçələrinin kəsişməsində",055 900 67 42,24\7,40.400349,49.870441,,,
ARAZ,Araz Tarqovu-3,"Bakı şəhəri, Səbail rayonu, Xəqani küçəsi 17",0992014461,07:00-02:00,40.372978,49.842674,,,
ARAZ,Araz Sulutəpə-2,"Binəqədi rayonu, Sulutəpə qəsəbəsi, Ruslan Allahverdiyev küçəsi",055 400 85 29,07:00 - 02:00,40.433952,49.773163,,,
ARAZ,Araz Dəliməmmədli-1,"Goranboy rayonu, Muzdurlar kəndi",+944555101413,24/7,40.686977,46.586243,,,
ARAZ,Araz Nargilə-2,"Xətai rayonu, Zığ şossesi 8, blok 1",055 500 61 35,24\7,40.367275,49.941563,,,
ARAZ,Araz Zabrat-4,"Bakı şəh. Sabunçu ŞTQ, İlyas Aslanov 8",924,24/7,40.448311,49.935116,,,
ARAZ,Araz Sulutəpə-3,"Binəqədi rayonu, Sulutəpə qəsəbəsi, R.Allahverdiyev küçəsi, ev 25F   ",055 300 83 90,24\7,40.432625,49.771278,,,
ARAZ,Araz Xətai-8,"Bakı şəh. Xətai ray. 8 noyabr ev.15,məhəllə 1212,mərtəbə 1",99455 255 77 53,08:00-00:00,40.378403,49.874775,,,
ARAZ,Araz Badamdar-3,"Badamdar qəsəbəsi, 22-ci küçə, 3-cü massiv ",055 515 85 21,08:00 - 23:00,40.332138,49.802826,,,
ARAZ,Araz Binə Topdan,"Bakı ş., Lökbatan qəsəbəsi cənub-şərqində inşa edilən Binə Ticarət Mərkəzi",99455 515 85 73,08:00-02:00,40.302853,49.760647,,,
ARAZ,Araz Hövsan-4,"Suraxanı rayonu, Hövsan qəsəbəsi, Oqtay Şabanov küçəsi",055 515 85 58,24\7,40.358704,50.067162,,,
ARAZ,Araz Kömürçü-2,"Bakı şəhəri, Nəsimi rayonu, Malibo Residance",994552527030,24/7,40.379551,49.834023,,,
ARAZ,Araz Gəncə-3,"Gəncə şəhəri, Şəddadilər küçəsi ",055 900 08 83,24\7,40.688095,46.352371,,,
ARAZ,Araz Məhəmmədi-5,"Abşeron rayonu, Məhəmmədi kəndi",+994992014491,24/7,40.502117,49.946949,,,
ARAZ,Araz 8-ci mkr-2,"Binəqədi rayonu, Cəfər Xəndan küçəsi (Tərgül ticarət mərkəzi)",055 900 67 47,07:00 - 23:00,40.417198,49.838631,,,
ARAZ,Araz Ceyranbatan-2,"Bakı şəhəri, Abşeron rayonu, Ceyranbatan qəsəbəsi Bakı-Quba yolu 26-ci km, Ə.Paşayev küçəsi",994992014490,24/7,40.539963,49.666592,,,
ARAZ,Araz Abşeron-1,"Xırdalan şəhəri, Abşeron Gənclər şəhərciyi",055 900 28 15,08:00 - 23:00,40.470043,49.742256,,,
ARAZ,Araz Gəncə-5,"Gəncə şəhəri, Azərbaycan Əsgəri küçəsi",994992014476,24/7,40.717884,46.353844,,,
ARAZ,Araz Əhmədli-6,"Nizami rayonu, Babək prospekti 64",055 900 28 60,07:00 - 00:00,40.394524,49.950237,,,
ARAZ,Araz Əhmədli-12,"Bakı şəhəri, Xətai rayonu, Qaçaq Nəbi küçəsi, 119",994992014409,07:00-02:00,40.387096,49.958862,,,
ARAZ,Araz Ramana-1,"Sabunçu rayonu, Ramana qəsəbəsi, E.Məhərrəmli küçəsi",055 900 28 25,07:00 - 23:00,40.477703,49.987919,,,
ARAZ,Araz Qutqaşınlı-1,"Yasamal rayonu, İ.Qutqaşınlı küç 85",055 900 28 26,07:00 - 23:00,40.372177,49.820423,,,
ARAZ,Araz Mehdiabad-3,"Abşeron rayonu, Mehdiabad qəsəbəsi, 28 May küçəsi ev 1",055 900 28 65,07:00 - 02:00,40.491539,49.855244,,,
ARAZ,Araz Xirdalan-5 Supermarket,"Xırdalan şəhəri, Nizami Gəncəvi küçəsi",055 900 28 46,07:00 - 23:00,40.460838,49.741203,,,
ARAZ,Araz Nərimanov-8,"Nərimanov rayonu, Ə. Orucəliyev küçəsi 7",055 900 28 44,07:00 - 23:00,40.396263,49.875515,,,
ARAZ,Araz Şəki-1,"Şəki şəhəri, M.Ə.Rəsulzadə pr 169",055 900 28 64,07:00 - 23:00,41.200283,47.177299,,,
ARAZ,Araz Nərimanov-6,"Nərimanov rayonu, Çaykovski küçəsi 10",055 900 28 93,08:00 - 00:00,40.394402,49.875912,,,
ARAZ,Araz Sumqayıt-7,"Sumqayıt şəhəri, Koroğlu küçəsi 395, 10-cu mkr",055 900 28 90,08:00 - 00:00,40.561623,49.694092,,,
ARAZ,Araz Qobustan,"Qobustan qəsəbəsi, Bakı - Ələt yolunun 58-ci km-liyi",055 900 36 05,08:00 - 23:00,40.071949,49.41185,,,
ARAZ,Araz Sumqayıt-8,"Sumqayıt şəhəri, 11-ci mikrorayon, Bədəlbəyli küçəsi 34A",055 900 36 04,08:00-23:00,40.569878,49.675194,,,
ARAZ,Araz Yevlax,"Yevlax şəhəri, Məhəmməd Füzuli küçəsi",055 900 36 40,08:00 - 23:00,40.60788,47.149147,,,
